index,sheet_id,title,is_cockpit_source_tab,replica_priority,nicegui_route,suggested_component,row_count,column_count,frozen_row_count,frozen_column_count,hide_gridlines,has_tab_color,conditional_format_rule_count,filter_view_count,has_basic_filter,protected_range_count,chart_count,detected_column_count,detected_columns
0,1249189657,CONFIG,False,P2,/cockpit/config,DataGridCard,1000,26,1,0,False,False,0,0,True,0,0,4,key | value | description | updated_at
1,108421075,📜 MVPQAIC_APPSHEET_VALIDATION_EVIDENCE_CLOSURE,False,P2,/cockpit/📜_mvpqaic_appsheet_validation_evidence_closure,DataGridCard,1000,26,6,9,False,False,0,0,True,0,0,9,MVP QAIC APPSHEET VALIDATION EVIDENCE CLOSURE | version | MVP_QAIC_P5P_APPSHEET_VALIDATION_EVIDENCE_CLOSURE_0.3.2_SAFE_HUMAN_ONLY_NO_API | timestamp | 2026-06-16 00:14:50 | mode | HUMAN_ONLY_NO_API | status | P5P_WAITING_HUMAN_VALIDATION_RESULTS
2,1577422484,🧪 MVPQAIC_APPSHEET_POST_BUILD_VALIDATION,False,P2,/cockpit/🧪_mvpqaic_appsheet_post_build_validation,DataGridCard,1000,26,6,4,False,False,0,0,True,0,0,1,🧪 MVPQAIC — AppSheet Post-Build Validation
3,717018698,🚀 MVPQAIC_APPSHEET_MANUAL_BUILD_RUNBOOK,False,P2,/cockpit/run_mvpqaic_appsheet_manual_build_runbook,DataGridCard,1000,26,6,0,False,False,0,0,True,0,0,1,MVP QAIC — AppSheet Manual Build Runbook
4,2080306799,📘 MVPQAIC_APPSHEET_HUMAN_BUILD_DECISION_PACK,False,P2,/cockpit/library_mvpqaic_appsheet_human_build_decision_pack,DataGridCard,1000,26,4,3,False,False,0,0,True,0,0,1,📘 MVPQAIC — AppSheet Human Build Decision Pack
5,1414278626,✅ MVPQAIC_POST_APPLY_VALIDATION_CHAIN,False,P2,/cockpit/✅_mvpqaic_post_apply_validation_chain,DataGridCard,1000,26,6,0,False,False,0,0,True,0,0,4,P5L Post-Apply Validation Chain | P5L_POST_APPLY_SCHEMA_CLEARED_REAL_BUILD_STILL_NO_GO_EXPLICIT_REVIEW | MVP_QAIC_P5L_POST_APPLY_VALIDATION_CHAIN_0.2.6_SAFE_FAST_NO_APPSHEET_BUILD | 15/06/2026
6,1949294202,✅ MVPQAIC_SCHEMA_REPAIR_APPLY_LOG,False,P2,/cockpit/✅_mvpqaic_schema_repair_apply_log,DataGridCard,1000,26,6,3,False,False,0,0,True,0,0,7,MVP QAIC P5J SCHEMA REPAIR APPLY GUARDED | version | MVP_QAIC_P5J_SCHEMA_REPAIR_APPLY_GUARDED_0.2.5_SAFE_GUARDED_SOURCE_WRITE | timestamp | 2026-06-15 23:09:24 | status | SOURCE_WRITE_APPLY_GUARDED
7,107466399,🧯 MVPQAIC_SCHEMA_REPAIR_APPLY_PREFLIGHT,False,P2,/cockpit/🧯_mvpqaic_schema_repair_apply_preflight,DataGridCard,1000,26,4,3,False,False,0,0,True,0,0,7,MVP QAIC SCHEMA REPAIR APPLY PREFLIGHT | version | MVP_QAIC_P5J0_SCHEMA_REPAIR_APPLY_PREFLIGHT_0.2.3_SAFE_FAST_NO_SOURCE_WRITE | timestamp | 2026-06-15 22:57:45 | status | PREFLIGHT_NO_GO_APPLY
8,1366359185,🧾 MVPQAIC_SCHEMA_REPAIR_DRYRUN_EVIDENCE,False,P2,/cockpit/🧾_mvpqaic_schema_repair_dryrun_evidence,DataGridCard,1000,26,4,3,False,False,0,0,True,0,0,7,MVP QAIC SCHEMA REPAIR DRY-RUN EVIDENCE | version | MVP_QAIC_P5I2_SCHEMA_REPAIR_DRYRUN_EVIDENCE_0.2.2_SAFE_FAST_NO_SOURCE_WRITE | timestamp | 2026-06-15 22:44:39 | status | DRYRUN_EVIDENCE
9,2129729300,🧩 MVPQAIC_SCHEMA_REPAIR_APPLY_PLAN,False,P2,/cockpit/ready_mvpqaic_schema_repair_apply_plan,DataGridCard,1000,26,4,3,False,False,0,0,True,0,0,7,MVP QAIC SCHEMA REPAIR APPLY PLAN — DRY RUN ONLY | version | MVP_QAIC_P5I_SCHEMA_REPAIR_APPLY_PLAN_0.2.1_SAFE_FAST_DRY_RUN_NO_SOURCE_WRITE | timestamp | 2026-06-15 22:40:16 | status | DRY_RUN_PLAN_READY
10,286578665,🛠️ MVPQAIC_SCHEMA_BLOCKER_FIX_PLAN,False,P2,/cockpit/🛠️_mvpqaic_schema_blocker_fix_plan,DataGridCard,1000,26,4,3,False,False,0,0,True,0,0,7,MVP QAIC SCHEMA BLOCKER REPAIR PLAN — DESIGN ONLY | version | MVP_QAIC_P5H_SCHEMA_BLOCKER_REPAIR_PLAN_0.2.0_SAFE_FAST_DESIGN_ONLY | timestamp | 2026-06-15 22:31:47 | status | REPAIR_PLAN_READY
11,1170641573,🚦 MVPQAIC_APPSHEET_GO_NO_GO_GATE,False,P2,/cockpit/🚦_mvpqaic_appsheet_go_no_go_gate,DataGridCard,1000,26,4,3,False,False,0,0,True,0,0,7,MVP QAIC APPSHEET GO/NO-GO GATE — DESIGN ONLY | version | MVP_QAIC_P5G_APPSHEET_GO_NO_GO_GATE_0.1.9_SAFE_FAST_TOP_ROWS_WIDTH_FIX | timestamp | 2026-06-15 23:16:27 | status | P5G_NO_GO_REAL_BUILD_DESIGN_HANDOFF_READY_SCHEMA_FIX_DEFERRED
12,283310560,✅ MVPQAIC_APPSHEET_SETUP_CHECKLIST,False,P2,/cockpit/✅_mvpqaic_appsheet_setup_checklist,DataGridCard,1000,31,6,10,False,False,0,0,True,0,0,9,MVP QAIC APPSHEET MANUAL SETUP CHECKLIST — DESIGN ONLY | version | MVP_QAIC_P5F_MANUAL_APPSHEET_SETUP_CHECKLIST_0.1.7_SAFE_FAST_DESIGN_ONLY | timestamp | 2026-06-15 23:16:22 | mode | NO_APPSHEET_API_NO_REAL_BUILD | status | P5F_MANUAL_SETUP_CHECKLIST_READY_FOR_HUMAN_GO_NO_GO
13,989093653,📦 MVPQAIC_WEBAPP_BLUEPRINT,False,P2,/cockpit/📦_mvpqaic_webapp_blueprint,DataGridCard,1000,27,6,8,False,False,0,0,True,0,0,9,MVP QAIC WEBAPP BLUEPRINT — DESIGN ONLY | version | MVP_QAIC_P5E_WEBAPP_BLUEPRINT_BUILD_PLAN_0.1.6_SAFE_FAST_DESIGN_ONLY | timestamp | 2026-06-15 23:16:16 | mode | NO_APPSHEET_API_NO_REAL_BUILD | rows | 63
